Margarette,Afrika,2,26/08/1999,1,26,37,75,46,405100033
Marie,Abrams,2,27/11/1999,0,97,55,90,80.7,405100034
Shani,Christina,1,03/12/1999,1,30,86,62,59.3,405100035
Chiquia,Adaha,3,16/08/1999,0,45,64,92,67,405100036
Nola,Acquah,3,19/06/1999,0,77,80,100,85.7,405100037
Keeley,Aggappera,2,18/03/1999,0,65,31,95,63.7,405100038
Clari,Charron,0,03/12/1999,1,73,69,61,67.7,405100039
Dulcia,Apgar,1,26/11/1999,1,32,47,18,32.3,405100040
Rhiamon,Chimene,2,09/05/1999,0,68,96,55,73,405100041
Georgianna,Berny,2,29/11/1998,1,20,25,76,40.3,405100042
Hulda,Britton,1,24/12/1998,1,22,76,26,41.3,405100043
Geneva,Cunningham,0,29/11/1998,0,91,41,39,57,405100044
Hermione,Ard,3,28/08/1999,0,86,9,61,52,405100045
Fan,Ankney,3,10/04/1999,0,6,38,83,42.3,405100046
Cynde,Arhna,1,13/04/1999,1,74,66,15,51.7,405100047
Stephani,Cesaro,1,28/11/1999,0,62,61,50,57.7,405100048
Amargo,Camfort,3,20/07/1999,0,1,10,46,19,405100049
Anastassia,Byron,0,29/11/1998,1,58,59,50,55.7,405100050
Evangelin,Dagall,1,01/12/1998,0,94,4,88,62,405100051
Carolee,Cash,1,20/11/1998,1,72,28,77,59,405100052
Nedi,Cassie,2,08/09/1999,1,39,22,52,37.7,405100053
Shoshana,Byrne,3,09/08/1999,1,38,68,15,40.3,405100054
Aeriell,Alphard,1,11/01/1999,0,48,92,3,47.7,405100055
Jemmy,Chic,3,22/12/1999,0,69,78,18,55,405100056
Berthe,Cha,2,15/05/1999,0,77,74,85,78.7,405100057
Angel,Aime,3,24/05/1999,0,56,82,22,53.3,405100058
Tamar,Boothman,3,21/02/1999,1,52,98,4,51.3,405100059
Elaine,Antonia,1,12/05/1999,1,0,43,45,29.3,405100060
Josefa,Arleta,1,17/12/1998,0,82,29,17,42.7,405100061
Darb,Chandra,1,24/09/1999,1,47,79,19,48.3,405100062
Ashien,Antipus,0,04/01/1999,0,5,68,5,26,405100063
Lana,Dalis,1,23/02/1999,0,65,6,60,43.7,405100064
Juana,Buskus,3,02/07/1999,1,16,10,71,32.3,405100065
Grissel,Abshier,2,29/08/1999,0,60,97,86,81,405100066
Adeline,Alane,3,29/08/1999,1,100,23,71,64.7,405100067
Fenelia,Auguste,2,29/06/1999,0,7,6,17,10,405100068
Beverley,Creedon,3,19/11/1998,1,94,5,62,53.7,405100069
Sibyl,Cottrell,2,30/09/1999,1,41,44,100,61.7,405100070
Jamima,Ariana,2,22/08/1999,0,51,69,66,62,405100071
Dominica,Blanca,0,21/05/1999,0,83,50,66,66.3,405100072
Brigitte,Cuda,3,22/01/1999,0,47,9,38,31.3,405100073
Fara,Barncard,0,02/04/1999,0,32,77,39,49.3,405100074
Lisha,Busch,0,24/09/1999,1,75,63,59,65.7,405100075
Delora,Ardra,0,23/07/1999,1,84,38,6,42.7,405100076
Dulce,Corene,3,21/03/1999,0,23,65,84,57.3,405100077
Lizette,Chitkara,3,30/12/1999,1,76,8,32,38.7,405100078
Wynnie,Ardel,0,22/12/1998,0,42,45,84,57,405100079
Jessica,Bradleigh,0,16/12/1999,0,100,74,15,63,405100080
Tami,Aisha,0,18/02/1999,1,28,27,90,48.3,405100081
Angelia,Cruce,3,09/12/1999,1,17,71,26,38,405100082
Jillana,Callida,0,13/08/1999,1,58,88,33,59.7,405100083
Madelina,Clarinda,0,31/01/1999,1,59,85,87,77,405100084
Misti,Annetta,2,04/10/1999,1,79,9,13,33.7,405100085
Bren,Alphonsa,1,13/01/1999,0,35,34,55,41.3,405100086
Lissa,Annabelle,1,16/09/1999,0,28,90,38,52,405100087
Chastity,Amata,1,05/12/1998,1,44,18,68,43.3,405100088
Marin,Claiborn,1,04/07/1999,0,31,75,70,58.7,405100089
Danette,Berti,1,21/10/1999,1,60,3,37,33.3,405100090
Nicolle,Charie,0,06/09/1999,1,24,39,96,53,405100091
Vivia,Cristian,0,18/01/1999,0,13,65,91,56.3,405100092
Cesya,Dasteel,1,22/05/1999,1,40,50,57,49,405100093
Malinde,Amarette,3,05/05/1999,0,54,72,58,61.3,405100094
Jaine,Daegal,1,22/08/1999,0,36,4,56,32,405100095
Phylis,Arvonio,3,14/08/1999,1,80,47,16,47.7,405100096
Shelia,Bucher,1,16/04/1999,1,77,27,88,64,405100097
Hedda,Annette,2,16/01/1999,1,73,98,57,76,405100098
Golda,Coppola,1,27/11/1998,1,10,57,56,41,405100099
Jenica,Cordle,0,28/10/1999,1,54,79,27,53.3,405100100
Rhea,Aklog,1,14/07/1999,0,22,18,32,24,405100101
Emmy,Clarence,3,23/02/1999,1,52,32,78,54,405100102
Viviana,Comfort,3,21/03/1999,1,74,56,86,72,405100103
Miranda,Blatt,2,29/12/1999,1,67,64,81,70.7,405100104
Guglielma,Arria,3,07/02/1999,1,63,88,66,72.3,405100105
Cleopatra,Baumann,3,29/06/1999,0,27,62,68,52.3,405100106
Raynell,Belding,3,16/05/1999,0,24,49,78,50.3,405100107
Valenka,Bettye,1,11/04/1999,1,85,93,53,77,405100108
Kynthia,Bamby,0,03/10/1999,0,96,3,97,65.3,405100109
Fawne,Arand,3,15/07/1999,1,18,59,39,38.7,405100110
Shalne,Baptista,3,22/10/1999,0,54,92,0,48.7,405100111
Florry,Barron,2,08/02/1999,0,88,91,22,67,405100112
Micaela,Autum,1,15/11/1998,0,39,75,95,69.7,405100113
Mandy,Charlie,2,29/10/1999,0,44,22,88,51.3,405100114
Joela,Bebe,2,16/02/1999,1,86,89,94,89.7,405100115
Sibbie,Cathlene,0,12/06/1999,1,63,58,96,72.3,405100116
Cariotta,Carita,1,21/11/1999,0,0,52,92,48,405100117
Toni,Breed,0,16/10/1999,0,27,87,19,44.3,405100118
Emiline,Askari,0,22/08/1999,0,68,17,23,36,405100119
Yasmin,Bena,2,20/07/1999,0,38,26,88,50.7,405100120
Josefina,Bauer,3,02/03/1999,0,59,35,8,34,405100121
Tilly,Cyrie,1,26/06/1999,0,36,17,83,45.3,405100122
Lillian,Crow,0,12/09/1999,1,75,40,24,46.3,405100123
Sada,Dave,2,25/12/1998,0,6,19,100,41.7,405100124
Isidora,Dannon,0,15/04/1999,1,3,8,56,22.3,405100125
Kirbie,Bolling,0,21/10/1999,1,26,56,85,55.7,405100126
Willyt,Byrle,2,16/04/1999,0,9,1,30,13.3,405100127
Marthe,Cynth,3,08/11/1999,0,92,6,29,42.3,405100128
Robbin,Creight,3,12/02/1999,1,11,43,45,33,405100129
Collen,Binnie,3,22/06/1999,1,88,56,19,54.3,405100130
Heidie,Blackstock,2,21/06/1999,0,73,66,44,61,405100131
Mariel,Camilia,1,27/01/1999,1,32,10,58,33.3,405100132
Vicki,Cynthy,1,15/06/1999,1,94,42,78,71.3,405100133
Lindy,Bonnice,0,11/07/1999,0,59,75,43,59,405100134
Sandye,Arlen,3,05/12/1998,1,53,19,71,47.7,405100135
Fancy,Ashley,0,24/02/1999,1,23,11,31,21.7,405100136
Emmye,Ambrosine,0,14/09/1999,1,35,50,84,56.3,405100137
Melonie,Andi,2,26/05/1999,1,80,3,88,57,405100138
Vitoria,Carolynne,2,27/03/1999,1,2,56,41,33,405100139
Eleni,Brick,3,02/10/1999,0,23,37,20,26.7,405100140
Lorinda,Baer,3,19/11/1998,1,95,37,23,51.7,405100141
Essa,Connett,0,27/11/1999,0,20,96,92,69.3,405100142
Cher,Cloutman,3,20/08/1999,1,21,87,22,43.3,405100143
Rosanne,Ailsun,2,02/12/1999,1,39,13,72,41.3,405100144
Octavia,Cairistiona,1,15/11/1999,1,91,81,20,64,405100145
Blancha,Colene,3,31/12/1998,1,75,14,98,62.3,405100146
Helena,Armilda,1,08/07/1999,0,65,15,49,43,405100147
Sher,Apfelstadt,3,06/12/1998,1,3,43,75,40.3,405100148
Myrlene,Bonacci,2,23/09/1999,1,47,66,88,67,405100149
Kordula,Citron,2,20/07/1999,1,48,43,2,31,405100150
Alvina,Benisch,0,08/04/1999,1,39,47,83,56.3,405100151
Tabina,Briny,0,28/01/1999,0,17,47,15,26.3,405100152
Ludovika,Cy,3,07/03/1999,1,32,7,70,36.3,405100153
Katherina,Artema,0,08/05/1999,0,75,81,42,66,405100154
Diane-Marie,Bottali,1,07/12/1998,1,72,20,87,59.7,405100155
Norri,Conal,1,31/01/1999,0,26,63,77,55.3,405100156
Louisette,Alfons,3,25/04/1999,0,60,64,55,59.7,405100157
Cissiee,Alicea,1,07/04/1999,1,49,58,17,41.3,405100158
Zena,Balthasar,0,26/06/1999,0,44,84,99,75.7,405100159
Jacintha,Church,0,14/11/1998,0,89,30,26,48.3,405100160
Berry,Burbank,1,03/07/1999,1,19,16,30,21.7,405100161
Ilsa,Bohner,3,31/05/1999,0,38,42,0,26.7,405100162
Lillis,Burman,0,11/10/1999,0,18,83,57,52.7,405100163
Catlee,Colman,2,25/11/1998,1,21,97,32,50,405100164
Nadine,Cadal,1,05/02/1999,1,77,46,26,49.7,405100165
Linet,Atkinson,3,13/06/1999,0,22,92,13,42.3,405100166
Petrina,Boesch,3,31/12/1998,0,41,22,17,26.7,405100167
Anissa,Chrisse,1,14/03/1999,0,44,39,79,54,405100168
Eliza,Dabbs,2,22/01/1999,0,92,52,28,57.3,405100169
Olga,Anselm,3,18/05/1999,1,7,28,39,24.7,405100170
Eva,Abbotsen,2,16/04/1999,1,28,8,95,43.7,405100171
Ina,Caye,2,08/11/1999,0,22,76,35,44.3,405100172
Laney,Coraline,2,26/08/1999,1,54,34,45,44.3,405100173
Jodie,Bruning,1,16/07/1999,1,44,58,94,65.3,405100174
Dyna,Cindelyn,2,28/05/1999,0,12,40,74,42,405100175
Lainey,Christian,0,30/06/1999,1,46,73,5,41.3,405100176
Kathe,Dareen,1,23/11/1998,0,89,88,29,68.7,405100177
Heddi,Celie,2,19/08/1999,1,13,77,58,49.3,405100178
Erika,Aletha,0,01/11/1999,1,3,74,30,35.7,405100179
Antonina,Birgit,1,04/11/1999,0,24,25,64,37.7,405100180
Ranique,Alinna,0,18/11/1998,1,45,80,88,71,405100181
Vanessa,Born,3,05/11/1999,0,27,29,91,49,405100182
Lia,Clerissa,3,09/09/1999,1,92,74,41,69,405100183
Danita,Axe,1,21/06/1999,1,41,43,93,59,405100184
Glynda,Brunhilde,0,12/10/1999,0,5,16,39,20,405100185
Jenine,Atalaya,2,05/06/1999,0,49,78,64,63.7,405100186
Gert,Cassidy,0,02/12/1998,1,50,3,2,18.3,405100187
Nicolette,Bish,0,18/12/1999,0,69,71,18,52.7,405100188
Windy,Ciapas,3,08/11/1998,0,95,64,28,62.3,405100189
Fanchette,Chlores,2,24/12/1998,0,67,35,15,39,405100190
Terrye,Cesar,3,18/01/1999,0,59,51,44,51.3,405100191
Theresa,Bettzel,2,24/01/1999,1,49,18,90,52.3,405100192
Rebecca,Cullie,2,22/04/1999,1,72,53,85,70,405100193
Ruthann,Armelda,0,02/11/1998,0,48,35,50,44.3,405100194
Margareta,Avrit,0,20/12/1998,0,64,47,80,63.7,405100195
Francisca,Beverlie,1,16/04/1999,1,93,40,10,47.7,405100196
Leanora,Corin,3,05/01/1999,0,32,70,17,39.7,405100197
Konstanze,Burne,2,16/07/1999,0,43,69,56,56,405100198
Sadye,Bunow,0,14/09/1999,1,14,45,77,45.3,405100199
Timi,Cattier,0,01/07/1999,0,31,15,58,34.7,405100200
Sibylla,Broeder,2,08/11/1998,1,84,19,75,59.3,405100201
Melamie,Bishop,3,13/10/1999,1,30,6,27,21,405100202
Judie,Azalea,3,07/12/1998,0,60,1,38,33,405100203
Ki,Alboran,0,13/03/1999,0,60,56,21,45.7,405100204
Melania,Bedell,1,19/12/1998,0,45,9,34,29.3,405100205
Abbie,Bogie,0,01/10/1999,0,98,10,67,58.3,405100206
Perla,Antoinette,2,03/02/1999,1,53,29,33,38.3,405100207
Shayla,Bella,0,20/01/1999,0,16,95,46,52.3,405100208
Oralie,Cyril,2,24/11/1999,1,100,77,82,86.3,405100209
Dosi,Alodee,1,19/07/1999,1,22,79,65,55.3,405100210
Lanna,Birck,0,15/12/1999,1,99,44,60,67.7,405100211
Karia,Byrd,1,29/04/1999,1,82,63,28,57.7,405100212
Betta,Courtney,1,06/06/1999,1,60,3,49,37.3,405100213
Elena,Alexandrina,1,03/01/1999,1,98,10,20,42.7,405100214
Ardith,Adest,2,29/03/1999,1,11,91,18,40,405100215
Lee,Chantal,0,19/06/1999,1,33,47,51,43.7,405100216
Milka,Beebe,2,21/04/1999,0,61,38,54,51,405100217
Valina,Cid,1,28/03/1999,1,82,41,34,52.3,405100218
Agnola,Agrippina,3,06/11/1998,0,39,32,50,40.3,405100219
Caressa,Cary,2,17/03/1999,1,5,15,100,40,405100220
Constance,Cutlor,2,09/07/1999,0,90,35,27,50.7,405100221
Madeleine,Cummings,1,27/06/1999,0,25,56,5,28.7,405100222
Fleurette,Catha,0,23/11/1998,0,70,17,53,46.7,405100223
Miguelita,Brazee,2,17/11/1999,1,8,25,76,36.3,405100224
Olympie,Bald,0,17/01/1999,0,70,36,2,36,405100225
Kristal,Collete,2,08/02/1999,1,96,86,18,66.7,405100226
Nanny,Anallese,1,22/10/1999,1,49,6,29,28,405100227
Courtney,Ceporah,1,02/11/1998,1,29,42,81,50.7,405100228
Nicholle,Anneliese,2,26/10/1999,1,81,84,48,71,405100229
Brinna,Alanson,1,15/11/1998,0,59,74,48,60.3,405100230
Patience,Brunhilda,1,09/03/1999,0,77,24,96,65.7,405100231
Michelina,Adalbert,0,06/01/1999,0,18,67,25,36.7,405100232
Sandie,Betsey,0,13/11/1998,0,9,22,62,31,405100233
Elisabet,Burley,1,18/11/1998,1,26,49,50,41.7,405100234
Adey,Campney,2,11/04/1999,1,90,45,15,50,405100235
Enrika,Crescantia,0,16/09/1999,0,43,40,29,37.3,405100236
Desiri,Bale,0,29/12/1999,0,77,48,66,63.7,405100237
Lesley,Bikales,1,25/10/1999,1,84,64,15,54.3,405100238
Hana,Barclay,1,01/06/1999,0,92,66,41,66.3,405100239
Hattie,Audre,1,07/05/1999,1,20,66,95,60.3,405100240
Malissa,Alyworth,3,27/08/1999,0,92,57,53,67.3,405100241
Danell,Behlke,1,08/01/1999,0,20,73,60,51,405100242
Clementia,Blackburn,1,23/05/1999,1,34,65,6,35,405100243
Dana,Boaten,2,13/11/1999,0,73,77,51,67,405100244
Rakel,Betti,2,23/07/1999,0,25,64,34,41,405100245
Milissent,Chelsae,0,09/11/1998,0,0,12,68,26.7,405100246
Crystal,Brier,2,04/06/1999,1,56,36,27,39.7,405100247
Sosanna,Ardelia,0,28/04/1999,1,80,95,33,69.3,405100248
Merrill,Carmine,3,14/01/1999,0,14,72,65,50.3,405100249
Cecily,April,1,07/08/1999,1,30,80,71,60.3,405100250
Franky,Alvina,0,19/02/1999,1,2,43,63,36,405100251
Sayre,Bascio,1,19/03/1999,0,9,64,41,38,405100252
Devonna,Carlos,3,02/08/1999,0,57,15,76,49.3,405100253
Gypsy,Carli,1,09/03/1999,1,53,44,30,42.3,405100254
Patrica,Candice,1,19/06/1999,1,41,1,73,38.3,405100255
Cam,Alburg,3,07/01/1999,0,92,13,76,60.3,405100256
Ania,Davie,3,23/09/1999,0,41,51,65,52.3,405100257
Kimberley,Clive,3,29/11/1998,1,99,25,30,51.3,405100258
Desirae,Alvar,1,19/12/1999,0,34,93,55,60.7,405100259
Lucita,Auvil,2,14/12/1999,0,87,26,46,53,405100260
Jacquelin,Atcliffe,2,21/12/1998,1,11,90,89,63.3,405100261
Janel,Caesar,0,26/07/1999,0,37,59,10,35.3,405100262
Kate,Ahern,0,18/07/1999,1,2,3,63,22.7,405100263
Kelsi,Cheadle,2,18/10/1999,0,67,56,56,59.7,405100264
Jolyn,Christan,2,24/02/1999,0,74,59,3,45.3,405100265
Darbie,Appolonia,0,19/12/1999,1,76,29,3,36,405100266
Merlina,Barger,2,23/09/1999,1,92,43,47,60.7,405100267
Kial,Connors,2,16/06/1999,0,64,33,93,63.3,405100268
Albertina,Antonietta,1,16/06/1999,0,4,41,36,27,405100269
Brittan,Clabo,0,24/08/1999,0,95,26,34,51.7,405100270
Phillida,Betthezul,2,06/12/1998,1,14,86,68,56,405100271
Ezmeralda,Cohdwell,3,11/02/1999,1,49,90,51,63.3,405100272
Ema,Amaty,0,21/07/1999,0,19,12,97,42.7,405100273
Martha,Canica,2,09/03/1999,0,100,79,83,87.3,405100274
Christal,Cida,1,08/04/1999,1,17,26,42,28.3,405100275
Darice,Aleydis,3,29/01/1999,0,30,74,25,43,405100276
Kirstin,Burlie,0,13/11/1998,1,41,18,34,31,405100277
Saree,Ader,1,07/11/1999,1,54,42,40,45.3,405100278
Chrissy,Amrita,1,07/01/1999,1,84,21,25,43.3,405100279
Gerhardine,Bravar,2,25/06/1999,1,87,61,78,75.3,405100280
Feodora,Adim,1,09/04/1999,0,49,24,61,44.7,405100281
Ailee,Currier,3,04/11/1998,1,0,86,44,43.3,405100282
Birgit,Alexina,3,23/02/1999,1,64,39,67,56.7,405100283
Ruby,Ahab,3,24/01/1999,1,16,94,41,50.3,405100284
Celesta,Clemence,0,06/12/1998,0,84,60,76,73.3,405100285
Salome,Cartwright,2,29/01/1999,0,82,21,68,57,405100286
Goldarina,Bertasi,1,01/06/1999,1,12,77,70,53,405100287
Michelle,Collyer,3,15/03/1999,0,82,33,0,38.3,405100288
Adda,Blondelle,0,27/11/1998,1,87,96,31,71.3,405100289
Samantha,Brendin,0,08/12/1998,0,20,99,72,63.7,405100290
Cordy,Aubigny,2,25/09/1999,0,23,82,57,54,405100291
Wrennie,Atthia,2,20/01/1999,0,88,99,88,91.7,405100292
Vera,Bennet,1,05/03/1999,0,11,82,7,33.3,405100293
Celestyna,Brynne,0,08/09/1999,0,66,57,1,41.3,405100294
Donia,Amalita,3,19/07/1999,0,25,68,84,59,405100295
Maud,Bull,3,30/08/1999,0,7,8,40,18.3,405100296
Dee,Alvira,1,27/06/1999,1,82,36,6,41.3,405100297
Rebe,Anastase,2,17/07/1999,0,30,76,60,55.3,405100298
Genna,Cori,3,22/02/1999,1,59,91,10,53.3,405100299
Robinia,Adams,2,02/04/1999,1,83,3,37,41,405100300
Gilemette,Boleyn,1,16/07/1999,0,36,3,71,36.7,405100301
Karna,Corabelle,2,01/07/1999,1,35,2,15,17.3,405100302
Emilie,Burrus,2,05/02/1999,1,45,78,90,71,405100303
Peria,Ashford,1,28/11/1998,0,27,92,36,51.7,405100304
Perry,Bridwell,0,09/07/1999,0,5,77,17,33,405100305
Phillie,Aron,3,14/08/1999,0,23,73,86,60.7,405100306
Amberly,Bergmans,0,25/10/1999,1,28,16,48,30.7,405100307
Robena,Cordelia,0,20/09/1999,0,22,3,96,40.3,405100308
Luelle,Alrich,2,01/05/1999,1,80,24,62,55.3,405100309
Leonie,Carpenter,2,11/10/1999,1,3,95,53,50.3,405100310
Shannah,Cordeelia,0,21/08/1999,1,70,2,72,48,405100311
Babita,Alius,0,21/06/1999,1,55,77,80,70.7,405100312
Julienne,Astera,3,03/08/1999,0,100,100,16,72,405100313
Jany,Davis,1,19/02/1999,1,62,23,43,42.7,405100314
Michal,Brunn,3,03/07/1999,1,65,17,25,35.7,405100315
Ferdinanda,Behnken,1,01/12/1999,1,59,78,17,51.3,405100316
Peri,Chance,1,12/07/1999,1,23,18,50,30.3,405100317
Leland,Cianca,2,21/02/1999,0,26,46,51,41,405100318
Cheri,Brynn,0,25/02/1999,0,84,86,6,58.7,405100319
Berte,Adi,0,19/08/1999,0,96,41,41,59.3,405100320
Denise,Charteris,1,26/05/1999,0,56,38,98,64,405100321
Shirlene,Charil,1,05/07/1999,0,93,66,7,55.3,405100322
Bee,Cand,1,03/06/1999,1,33,21,95,49.7,405100323
Gwenny,Beutner,2,09/04/1999,1,33,58,4,31.7,405100324
Amity,Darice,0,05/11/1999,1,92,6,3,33.7,405100325
Lynnell,Cicily,1,08/11/1999,0,87,4,99,63.3,405100326
Mehetabel,Bushey,2,08/04/1999,1,53,18,63,44.7,405100327
Edee,Bat,1,26/07/1999,1,70,90,95,85,405100328
Audrie,Carmelia,2,02/11/1998,0,64,2,93,53,405100329
Vicky,Coveney,2,28/10/1999,1,71,1,35,35.7,405100330
Adi,Crosley,0,01/08/1999,1,5,32,83,40,405100331
Ulrica,Aleksandr,2,31/01/1999,0,52,21,4,25.7,405100332
Aviva,Covell,2,10/02/1999,0,28,0,55,27.7,405100333
Florentia,Budde,0,16/08/1999,0,44,47,8,33,405100334
Laurie,Anjanette,1,03/12/1999,0,59,46,38,47.7,405100335
Evangelina,Amoakuh,1,02/03/1999,1,100,24,11,45,405100336
Madalyn,Andria,1,18/11/1999,1,63,62,20,48.3,405100337
Genny,Chae,2,03/12/1998,1,75,50,66,63.7,405100338
Tobey,Budge,0,20/08/1999,1,85,75,18,59.3,405100339
Samaria,Bivins,3,10/07/1999,0,91,63,2,52,405100340
Sabrina,Bernette,0,07/03/1999,0,84,44,55,61,405100341
Sophie,Colet,3,26/09/1999,1,31,85,3,39.7,405100342
Catherin,Badger,1,27/06/1999,0,11,58,42,37,405100343
Lorna,Chernow,0,01/07/1999,1,71,9,46,42,405100344
Annetta,Cristoforo,3,28/11/1998,1,24,2,99,41.7,405100345
Sallee,Beale,2,25/11/1999,0,3,90,45,46,405100346
Nevsa,Cinelli,1,05/04/1999,1,66,23,51,46.7,405100347
Carmel,Aletta,0,30/12/1998,0,34,85,62,60.3,405100348
Karyn,Caputo,3,12/02/1999,0,63,80,19,54,405100349
Anabelle,Calore,0,03/12/1998,0,71,63,82,72,405100350
Maurita,Bright,2,01/08/1999,0,65,95,9,56.3,405100351
Annie,Anthony,3,27/05/1999,0,22,49,57,42.7,405100352
Bea,Corkhill,3,28/03/1999,1,98,23,64,61.7,405100353
Ethyl,Angadresma,1,21/03/1999,0,3,77,58,46,405100354
Meghann,Bartolemo,2,02/12/1998,0,72,35,66,57.7,405100355
Marketa,Crosse,0,22/11/1998,1,71,60,56,62.3,405100356
Inge,Cornelia,0,23/02/1999,0,82,33,78,64.3,405100357
Kary,Beora,0,27/11/1998,0,16,70,85,57,405100358
Bridget,Cahra,2,30/06/1999,0,28,99,38,55,405100359
Kaile,Alatea,2,11/12/1998,0,36,42,68,48.7,405100360
Stella,Cannice,0,28/02/1999,1,62,72,99,77.7,405100361
Bria,Benn,1,18/02/1999,1,42,97,91,76.7,405100362
Letti,Camellia,2,02/01/1999,0,85,40,10,45,405100363
Shayna,Carmelina,1,08/02/1999,1,15,72,32,39.7,405100364
Alie,Alberik,0,16/10/1999,1,59,36,75,56.7,405100365
Michell,Almeta,1,17/10/1999,0,4,71,67,47.3,405100366
Krystle,Andonis,3,05/08/1999,1,33,4,63,33.3,405100367
Laureen,Charyl,3,09/02/1999,1,23,58,61,47.3,405100368
Latisha,Carrew,3,15/10/1999,0,45,88,73,68.7,405100369
Janean,Angi,1,02/06/1999,0,24,88,12,41.3,405100370
Madelene,Aviv,2,02/08/1999,0,22,46,91,53,405100371
Malory,Abie,0,08/07/1999,0,94,1,28,41,405100372
Laverne,Boyes,0,11/10/1999,0,29,66,70,55,405100373
Jennine,Colleen,0,21/09/1999,0,30,37,70,45.7,405100374
Liliane,Cavit,2,16/12/1999,0,74,69,85,76,405100375
Dayle,Burnard,2,09/07/1999,0,98,95,66,86.3,405100376
Misty,Atronna,2,11/06/1999,0,89,86,19,64.7,405100377
Ada,Bent,1,13/11/1998,1,29,39,84,50.7,405100378
Erinn,Dail,3,28/11/1999,1,51,48,55,51.3,405100379
Iona,Agripina,0,24/04/1999,0,67,29,52,49.3,405100380
Eda,Ado,3,15/09/1999,0,5,84,42,43.7,405100381
Prisca,Anastasia,2,18/04/1999,1,69,72,15,52,405100382
Tessy,Amethist,1,29/07/1999,0,30,13,3,15.3,405100383
Kalie,Bahner,2,17/12/1999,0,2,65,6,24.3,405100384
Ardeen,Davies,3,26/10/1999,1,70,96,65,77,405100385
Valencia,Cyna,3,07/04/1999,0,34,31,60,41.7,405100386
Danny,Casie,1,15/05/1999,0,0,76,86,54,405100387
Randa,Daron,2,22/08/1999,0,35,80,31,48.7,405100388
Marris,Alyce,3,25/07/1999,1,77,27,83,62.3,405100389
Eloisa,Bac,0,04/03/1999,1,75,65,18,52.7,405100390
Ronda,Carolin,3,12/04/1999,1,43,30,17,30,405100391
Rozalie,Cate,2,31/10/1999,0,32,86,56,58,405100392
Karylin,Chin,3,08/06/1999,0,28,76,7,37,405100393
Rheta,Arlyn,3,06/05/1999,1,67,51,45,54.3,405100394
Kym,Behka,1,02/04/1999,1,70,88,100,86,405100395
Doloritas,Craddock,0,02/06/1999,0,50,60,80,63.3,405100396
Delia,Chansoo,2,16/08/1999,0,85,27,21,44.3,405100397
Caro,Aiello,0,01/04/1999,0,3,17,59,26.3,405100398
Nada,Bouchier,1,06/07/1999,0,56,27,18,33.7,405100399
Ralina,Cristobal,0,07/10/1999,1,29,62,13,34.7,405100400
Colette,Brit,3,17/01/1999,0,83,89,40,70.7,405100401
Lori,Ave,2,17/02/1999,1,56,87,51,64.7,405100402
Christen,Adara,2,05/01/1999,1,50,81,34,55,405100403
Bambie,Bremble,2,29/01/1999,1,47,28,2,25.7,405100404
Caritta,Codi,1,22/11/1998,1,41,97,47,61.7,405100405
Ronalda,Batory,2,22/03/1999,0,46,26,49,40.3,405100406
Alison,Aldredge,3,03/04/1999,0,91,67,95,84.3,405100407
